geonameid,name,asciiname,alternatenames,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date
1584420,Núi Đà Đen,Nui GJa GJen,"Nui Da Den,Núi Đà Đen",12.66667,109.13333,T,MT,VN,,54,571,,,0,,519,Asia/Ho_Chi_Minh,2023-06-26
1584414,Núi Đa Đồn,Nui GJa GJon,,13.55,109.15,T,HLL,VN,,61,557,,,0,,103,Asia/Ho_Chi_Minh,2023-06-26
1584407,Núi Đá Giăng,Nui GJa Giang,"Nui Da Giang,Núi Đá Giãng,Núi Đá Giăng",18.23586,105.78208,T,MT,VN,,52,444,,,0,,392,Asia/Bangkok,2023-06-26
1584192,Núi Đá Khuyết,Nui GJa Khuyet,"Nui Da Khuyenh,Nui Da Khuyet,Núi Đá Khuyênh,Núi Đá Khuyết",13.9117,108.73911,T,MT,VN,,49,634,,,0,,835,Asia/Ho_Chi_Minh,2023-06-26
10318407,Núi Đá Lẻ,Nui GJa Le,"Nui Da Le,Núi Đá Lẻ",21.8602,104.81925,T,MT,VN,,70,138,,,0,,408,Asia/Bangkok,2023-06-26
10201349,Núi Đá Mài,Nui GJa Mai,"Nui Da Mai,Núi Đá Mài",18.76665,105.49055,T,HLL,VN,,58,430,,,0,,188,Asia/Bangkok,2023-06-26
1584042,Núi Đa Mao,Nui GJa Mao,,17.36667,106.55,T,MT,VN,,62,456,,,0,,410,Asia/Bangkok,2023-06-26
1583995,Núi Đá Nai,Nui GJa Nai,,16.35,107.68333,T,HLL,VN,,66,479,,,0,,21,Asia/Bangkok,2023-06-26
9865394,Núi Đá Nẻ,Nui GJa Ne,"Nui Da Ne,Núi Đá Nẻ",13.93023,108.68483,T,MT,VN,,49,634,,,0,,490,Asia/Ho_Chi_Minh,2023-06-26
1583834,Núi Đá Ong,Nui GJa Ong,,15.41667,108.58333,T,HLL,VN,,84,517,,,0,,83,Asia/Ho_Chi_Minh,2023-06-26
1583780,Núi Đá Rộc,Nui GJa Roc,,20.73333,105.53333,T,MT,VN,,53,153,,,0,,395,Asia/Bangkok,2023-06-26
1583776,Núi Đá Rưng,Nui GJa Rung,,20.03611,105.71056,T,MT,VN,,34,393,,,0,279,267,Asia/Bangkok,2023-06-26
1902302,Núi Đá Vách,Nui GJa Vach,"Nui Da Vach,Núi Đá Vách",11.73157,109.22314,T,MT,VN,,60,586,,,0,330,319,Asia/Ho_Chi_Minh,2023-06-26
9870026,Núi Đại,Nui GJai,"Nui Dai,Núi Đại",22.07085,105.95425,T,MT,VN,,72,065,,,0,,810,Asia/Bangkok,2023-06-26
10201282,Núi Đại Liên,Nui GJai Lien,"Nui Dai Lien,Núi Đại Liên",18.79715,105.27943,T,HLL,VN,,58,428,,,0,,43,Asia/Bangkok,2023-06-26
1584250,Núi Đại Tô Châu,Nui GJai To Chau,"Nui Dai To Chau,Núi Đại Tô Châu,To Chau",10.36667,104.5,T,HLL,VN,,21,900,,,0,,14,Asia/Ho_Chi_Minh,2023-06-26
8140517,Núi Đám,Nui GJam,"Nui Dam,Núi Đám",21.64748,105.22868,T,MT,VN,,83,230,,,0,62,156,Asia/Bangkok,2023-06-26
1584010,Núi Đam Tân,Nui GJam Tan,,11.16667,107.98333,T,MT,VN,,47,597,,,0,,607,Asia/Ho_Chi_Minh,2023-06-26
1583998,Núi Đạn,Nui GJan,,12.65,109.16667,T,HLL,VN,,54,571,,,0,,262,Asia/Ho_Chi_Minh,2023-06-26
9979201,Núi Đàn Bóng,Nui GJan Bong,"Nui Dan Bong,Núi Đàn Bóng",21.16324,104.63267,T,MT,VN,,32,122,,,0,,205,Asia/Bangkok,2023-06-26
9980379,Núi Đán Cuống,Nui GJan Cuong,"Nui Dan Cuong,Núi Đán Cuống",22.84134,105.486,T,MT,VN,,05,042,,,0,,432,Asia/Bangkok,2023-06-26
9893359,Núi Đán Đăm,Nui GJan GJam,"Nui Dan Dam,Núi Đán Đăm",21.13014,103.7642,T,MT,VN,,32,125,,,0,,1100,Asia/Bangkok,2023-06-26
10178881,Núi Đán Hau,Nui GJan Hau,"Nui Dan Hau,Núi Đán Hau",21.89532,103.55728,T,MT,VN,,32,118,,,0,,448,Asia/Bangkok,2023-06-26
9979435,Núi Đan Háy,Nui GJan Hay,"Nui Dan Hay,Núi Đan Háy",21.56051,104.18794,T,MT,VN,,32,120,,,0,,2306,Asia/Bangkok,2023-06-26
10178912,Núi Đán Lũng,Nui GJan Lung,"Nui Dan Lung,Núi Đán Lũng",21.84791,103.59682,T,MT,VN,,32,118,,,0,,842,Asia/Bangkok,2023-06-26
10314654,Núi Đan Na Pông,Nui GJan Na Pong,"Nui Dan Na Pong,Núi Đan Na Pông",21.15506,104.01459,T,MT,VN,,32,125,,,0,,940,Asia/Bangkok,2023-06-26
10314731,Núi Đan Ngua,Nui GJan Ngua,"Nui Dan Ngua,Núi Đan Ngua",21.03827,104.23694,T,MT,VN,,32,124,,,0,,818,Asia/Bangkok,2023-06-26
10316435,Núi Đan Niêng,Nui GJan Nieng,"Nui Dan Nieng,Núi Đan Niêng",18.02079,105.8341,T,HLL,VN,,62,453,,,0,,115,Asia/Bangkok,2023-06-26
8309616,Núi Đán Nóng,Nui GJan Nong,"Nui Dan Nong,Núi Đán Nóng",22.63001,105.22112,T,MT,VN,,68,071,,,0,,1055,Asia/Bangkok,2023-06-26
9869313,Núi Đản Phải,Nui GJan Phai,"Nui Dan Phai,Núi Đản Phải",22.61342,104.46204,T,MT,VN,,50,033,,,0,,1546,Asia/Bangkok,2023-06-26
9893329,Núi Đán Sang,Nui GJan Sang,"Nui Dan Sang,Núi Đán Sang",21.23414,103.96727,T,MT,VN,,32,125,,,0,,887,Asia/Bangkok,2023-06-26
10181997,Núi Đặng Công,Nui GJang Cong,"Nui Dang Cong,Núi Đặng Công",18.89521,105.61248,T,HLL,VN,,58,425,,,0,,226,Asia/Bangkok,2023-06-26
10372392,Núi Đằng Đằng,Nui GJang GJang,"Nui Dang Dang,Núi Đằng Đằng",19.33598,105.65903,T,HLL,VN,,58,432,,,0,,266,Asia/Bangkok,2023-06-26
9979263,Núi Đanh,Nui GJanh,"Nui Danh,Núi Đanh",21.14219,104.6867,T,MT,VN,,32,122,,,0,,504,Asia/Bangkok,2023-06-26
1583913,Núi Đanh Cưu,Nui GJanh Cuu,,10.06667,104.03333,T,HLL,VN,,21,911,,,0,,24,Asia/Ho_Chi_Minh,2023-06-26
1583909,Núi Đánh Khương,Nui GJanh Khuong,,15.0,108.8,T,HLL,VN,,63,532,,,0,,255,Asia/Ho_Chi_Minh,2023-06-26
1583854,Núi Đào,Nui GJao,"La Table,Nui Dao,Núi Đào,The Table",11.76667,108.98333,T,MT,VN,,60,584,,,0,,1227,Asia/Ho_Chi_Minh,2023-06-26
1583845,Núi Đảo Cây,Nui GJao Cay,"Dao Cay,Nui Dao Cay,Núi Đảo Cây,Đảo Cây",21.44167,105.68556,T,MT,VN,,86,248,,,0,1264,1187,Asia/Bangkok,2023-06-26
1583765,Núi Đất,Nui GJat,"Nui Dat,Núi Đất",10.56667,107.25,T,HLL,VN,,45,750,,,0,,44,Asia/Ho_Chi_Minh,2023-06-26
10250679,Núi Đất Đỏ,Nui GJat GJo,"Nui Dat Do,Núi Đất Đỏ",21.23369,104.82948,T,MT,VN,,32,122,,,0,,518,Asia/Bangkok,2023-06-26
1583714,Núi Đẩu,Nui GJau,"Nui Dau,Núi Đẩu",21.68866,105.20118,T,HLL,VN,,68,075,,,0,229,168,Asia/Bangkok,2023-06-26
1583697,Núi Đầu Tượng,Nui GJau Tuong,"Nui Dau Tuong,Núi Đầu Tượng",14.98333,108.75,T,MT,VN,,63,531,,,0,,219,Asia/Ho_Chi_Minh,2023-06-26
1583696,Núi Đầu Voi,Nui GJau Voi,,15.51667,108.23333,T,HLL,VN,,84,514,,,0,,516,Asia/Ho_Chi_Minh,2023-06-26
10838554,Núi Đề Cha Chua,Nui GJe Cha Chua,"Nui De Cha Chua,Núi Đề Cha Chua",21.77219,104.22406,T,MT,VN,,70,137,,,0,,1680,Asia/Bangkok,2023-06-26
8182000,Núi Đèn,Nui GJen,"Nui Den,Núi Đèn",21.65384,105.06308,T,MT,VN,,83,230,,,0,298,254,Asia/Bangkok,2023-06-26
10252776,Núi Đen Đin,Nui GJen GJin,"Nui Den Din,Núi Đen Đin",19.23499,105.11486,T,MT,VN,,58,420,,,0,,195,Asia/Bangkok,2023-06-26
1571768,Núi Đèo,Nui GJeo,"Nui Deo,Núi Đèo",20.91569,106.6744,P,PPLA2,VN,,13,311,,,0,,6,Asia/Bangkok,2023-06-26
1583586,Núi Đèo Cả,Nui GJeo Ca,,11.34427,108.95189,T,MT,VN,,60,589,,,0,,638,Asia/Ho_Chi_Minh,2023-06-26
1583584,Núi Đèo Cô,Nui GJeo Co,"Nui Deo Co,Núi Đèo Cô",21.63333,105.53333,T,MT,VN,,85,171,,,0,,218,Asia/Bangkok,2023-06-26
1583581,Núi Đèo Goc,Nui GJeo Goc,"Nui Deo Cao,Nui Deo Goc,Núi Đèo Goc",21.18333,107.05,T,MT,VN,,30,204,,,0,,285,Asia/Bangkok,2023-06-26
1583579,Núi Đèo Kinh,Nui GJeo Kinh,,21.15,107.06667,T,MT,VN,,30,204,,,0,,421,Asia/Bangkok,2023-06-26
1583572,Núi Đèo Nùng,Nui GJeo Nung,"Nui Deo Nung,Nui Doc Nung,Núi Đèo Nùng",21.13333,106.36667,T,HLL,VN,,79,290,,,0,,157,Asia/Bangkok,2023-06-26
1583567,Núi Đeo Sen,Nui GJeo Sen,"Nui Deo Sen,Núi Đeo Sen",21.65,105.33333,T,MT,VN,,68,076,,,0,,240,Asia/Bangkok,2023-06-26
9867406,Núi Đèo Tiên,Nui GJeo Tien,"Nui Deo Tien,Núi Đèo Tiên",21.49684,106.22101,T,HLL,VN,,39,186,,,0,,156,Asia/Bangkok,2023-06-26
1583559,Núi Đèo Voi,Nui GJeo Voi,,21.15,107.5,T,HLL,VN,,30,203,,,0,,124,Asia/Bangkok,2023-06-26
8425737,Núi Địa Đồ,Nui GJia GJo,"Nui Dia Do,Núi Địa Đồ",21.90584,103.07016,T,MT,VN,,92,097,,,0,,1588,Asia/Bangkok,2023-06-26
10631087,Núi Điêng Cáy,Nui GJieng Cay,"Nui Dieng Cay,Núi Điêng Cáy",21.59994,103.69792,T,MT,VN,,32,118,,,0,,617,Asia/Bangkok,2023-06-26
1583418,Núi Đinh,Nui GJinh,"Nui Dinh,Núi Đinh",10.53333,107.13333,T,MT,VN,,45,754,,,0,,370,Asia/Ho_Chi_Minh,2023-06-26
1583392,Núi Đình Cả,Nui GJinh Ca,,21.78333,106.06667,T,MT,VN,,85,170,,,0,,666,Asia/Bangkok,2023-06-26
8311283,Núi Đình Phù,Nui GJinh Phu,"Nui Dinh Phu,Núi Đình Phù",22.01995,106.69835,T,MT,VN,,39,182,,,0,,677,Asia/Bangkok,2023-06-26
10275496,Núi Đỉnh Trương,Nui GJinh Truong,"Nui Dinh Truong,Núi Đỉnh Trương",18.25709,105.83679,T,MT,VN,,52,445,,,0,,458,Asia/Bangkok,2023-06-26
8140556,Núi Độ,Nui GJo,"Nui Do,Núi Độ",21.62006,105.42108,P,PPL,VN,,68,076,,,0,,55,Asia/Bangkok,2023-06-26
8595146,Núi Đối,Nui GJoi,"Nui Doi,Núi Đối",20.75078,106.66894,P,PPLA2,VN,,13,314,,,0,,5,Asia/Bangkok,2023-06-26
1583195,Núi Đồi Bù,Nui GJoi Bu,,20.8,105.53333,T,MT,VN,,53,152,,,0,,496,Asia/Bangkok,2023-06-26
1583193,Núi Đồi Đất,Nui GJoi GJat,,15.91667,107.93333,T,MT,VN,,84,506,,,0,,1109,Asia/Ho_Chi_Minh,2023-06-26
1583192,Núi Đồi Đen,Nui GJoi GJen,"Nui Doi Den,Núi Đồi Đen",21.32867,105.1261,T,MT,VN,,83,234,,,0,,340,Asia/Bangkok,2023-06-26
1583191,Núi Đồi Đồng,Nui GJoi GJong,"Nui Doi Dang,Nui Doi Dong,Núi Đồi Đồng",20.23333,105.51667,T,MT,VN,,34,391,,,0,,122,Asia/Bangkok,2023-06-26
1583189,Núi Đồi Giang,Nui GJoi Giang,,20.85,105.28333,T,MT,VN,,53,150,,,0,,357,Asia/Bangkok,2023-06-26
1583186,Núi Đồi Kiến,Nui GJoi Kien,"Nui Doi Kien,Núi Đồi Kiến",21.09224,105.452,T,HLL,VN,,44,269,,,0,,77,Asia/Bangkok,2023-06-26
10026266,Núi Đồi Linh,Nui GJoi Linh,"Nui Doi Linh,Núi Đồi Linh",14.37046,109.04836,T,HLL,VN,,46,543,,,0,,270,Asia/Ho_Chi_Minh,2023-06-26
1583181,Núi Đồi Nan,Nui GJoi Nan,,20.01667,105.38333,T,MT,VN,,34,389,,,0,,143,Asia/Bangkok,2023-06-26
9979129,Núi Đồi Quý,Nui GJoi Quy,"Nui Doi Quy,Núi Đồi Quý",21.06103,104.53152,T,MT,VN,,32,121,,,0,,421,Asia/Bangkok,2023-06-26
1583175,Núi Đối Thơi,Nui GJoi Thoi,"Cao Phong,Nui Doi Thoi,Núi Đối Thơi",20.67944,105.41083,T,MT,VN,,53,154,,,0,1198,966,Asia/Bangkok,2023-06-26
9867796,Núi Đồn,Nui GJon,"Nui Don,Núi Đồn",21.38647,106.07055,T,HLL,VN,,71,216,,,0,,24,Asia/Bangkok,2023-06-26
9901103,Núi Đon Đa,Nui GJon GJa,"Nui Don Da,Núi Đon Đa",22.80756,106.79106,T,MT,VN,,05,048,,,0,,682,Asia/Ho_Chi_Minh,2023-06-26
9979307,Núi Đôn Ngô,Nui GJon Ngo,"Nui Don Ngo,Núi Đôn Ngô",21.09799,104.53603,T,MT,VN,,32,122,,,0,,780,Asia/Bangkok,2023-06-26
1583142,Núi Đone,Nui GJone,"Nui Done,Núi Đone",21.2,106.83333,T,MT,VN,,71,220,,,0,,159,Asia/Bangkok,2023-06-26
1583133,Núi Đổng,Nui GJong,"Nu Dong,Nui Dong,Núi Đổng",21.43333,104.88333,T,MT,VN,,70,140,,,0,,323,Asia/Bangkok,2023-06-26
1583119,Núi Đồng Bắc,Nui GJong Bac,"Nui Dong Bac,Núi Đồng Bắc",11.16114,107.39711,T,HLL,VN,,43,736,,,0,,213,Asia/Ho_Chi_Minh,2023-06-26
10200962,Núi Đông Bắc Trọc,Nui GJong Bac Troc,"Nui Dong Bac Troc,Núi Đông Bắc Trọc",18.92675,105.34146,T,HLL,VN,,58,427,,,0,,132,Asia/Bangkok,2023-06-26
9893352,Núi Đông Bai,Nui GJong Bai,"Nui Dong Bai,Núi Đông Bai",21.17381,103.85917,T,MT,VN,,32,125,,,0,,1771,Asia/Bangkok,2023-06-26
10029493,Núi Đóng Bốp,Nui GJong Bop,"Nui Dong Bop,Núi Đóng Bốp",12.07789,108.5381,T,MT,VN,,23,675,,,0,,1525,Asia/Ho_Chi_Minh,2023-06-26
9890027,Núi Đồng Cải,Nui GJong Cai,"Nui Dong Cai,Núi Đồng Cải",21.75117,106.48662,T,MT,VN,,39,187,,,0,,592,Asia/Bangkok,2023-06-26
9890057,Núi Đồng Cân,Nui GJong Can,"Nui Dong Can,Núi Đồng Cân",21.7609,106.26951,T,MT,VN,,39,185,,,0,,410,Asia/Bangkok,2023-06-26
1583057,Núi Động Cáo,Nui GJong Cao,"Nui Dong Cao,Núi Dồng Cao,Núi Động Cáo",18.79389,105.42779,T,MT,VN,,58,427,,,0,,288,Asia/Bangkok,2023-06-26
10252835,Núi Đồng Chết,Nui GJong Chet,"Nui Dong Chet,Núi Đồng Chết",19.0962,105.15111,T,HLL,VN,,58,423,,,0,,120,Asia/Bangkok,2023-06-26
1585439,Núi Động Chúa,Nui GJong Chua,"Dong Choa,Nui Dong Chua,Núi Động Chúa,Động Choa",18.2227,105.80098,T,MT,VN,,52,444,,,0,,413,Asia/Bangkok,2023-06-26
10316428,Núi Động Dong,Nui GJong Dong,"Nui Dong Dong,Núi Động Dong",18.04268,105.87187,T,HLL,VN,,62,453,,,0,,277,Asia/Bangkok,2023-06-26
10354202,Núi Động Dương,Nui GJong Duong,"Nui Dong Duong,Núi Động Dương",18.36098,105.51885,T,HLL,VN,,52,441,,,0,,225,Asia/Bangkok,2023-06-26
9889669,Núi Đông Đàm,Nui GJong GJam,"Nui Dong Dam,Núi Đông Đàm",21.99088,106.38675,T,MT,VN,,39,181,,,0,,710,Asia/Bangkok,2023-06-26
10178924,Núi Đông Đàng,Nui GJong GJang,"Nui Dong Dang,Núi Đông Đàng",21.83283,103.51205,T,MT,VN,,92,099,,,0,,938,Asia/Bangkok,2023-06-26
10354147,Núi Đông Điện,Nui GJong GJien,"Nui Dong Dien,Núi Đông Điện",18.38306,105.52829,T,HLL,VN,,52,441,,,0,,90,Asia/Bangkok,2023-06-26
1582976,Núi Đong Đong,Nui GJong GJong,"Nui Dong Dong,Nui Doug Dong,Nui Hon Ong,Núi Hòn Ông,Núi Đong Đong,Núi Đoug Đong",13.91667,108.76667,T,MT,VN,,46,547,,,0,,481,Asia/Ho_Chi_Minh,2023-06-26
1582936,Núi Động Giao,Nui GJong Giao,"Nui Dong Giao,Núi Động Giao",17.13333,106.58333,T,MT,VN,,62,457,,,0,,166,Asia/Bangkok,2023-06-26
1582913,Núi Đông Hán,Nui GJong Han,,21.56667,106.25,T,HLL,VN,,39,186,,,0,,190,Asia/Bangkok,2023-06-26
10275096,Núi Động Hè,Nui GJong He,"Nui Dong He,Núi Động Hè",18.47494,105.81576,T,HLL,VN,,52,443,,,0,,40,Asia/Bangkok,2023-06-26
10201012,Núi Động Hố,Nui GJong Ho,"Nui Dong Ho,Núi Động Hố",18.89492,105.47566,T,HLL,VN,,58,426,,,0,,78,Asia/Bangkok,2023-06-26
10200831,Núi Động Hôi,Nui GJong Hoi,"Nui Dong Hoi,Núi Động Hôi",18.97358,105.43427,T,HLL,VN,,58,426,,,0,,46,Asia/Bangkok,2023-06-26
10201034,Núi Động Khá,Nui GJong Kha,"Nui Dong Kha,Núi Động Khá",18.85454,105.45085,T,HLL,VN,,58,427,,,0,,42,Asia/Bangkok,2023-06-26
1582862,Núi Đông Khê,Nui GJong Khe,"Nui Dong Khe,Núi Đông Khê",22.0,106.41667,T,MT,VN,,39,181,,,0,,864,Asia/Bangkok,2023-06-26
10178273,Núi Động Kiêu,Nui GJong Kieu,"Nui Dong Kieu,Núi Động Kiêu",19.22275,105.70515,T,HLL,VN,,58,432,,,0,,91,Asia/Bangkok,2023-06-26
1582821,Núi Động Lâm,Nui GJong Lam,,16.55,107.36667,T,HLL,VN,,66,476,,,0,,19,Asia/Bangkok,2023-06-26
10354233,Núi Động Lăng,Nui GJong Lang,"Nui Dong Lang,Núi Động Lăng",18.26984,105.67268,T,HLL,VN,,52,444,,,0,,48,Asia/Bangkok,2023-06-26
1582809,Núi Đông Lao,Nui GJong Lao,,21.58333,106.25,T,HLL,VN,,39,186,,,0,,159,Asia/Bangkok,2023-06-26
10201234,Núi Động Lim,Nui GJong Lim,"Nui Dong Lim,Núi Động Lim",18.80646,105.42511,T,HLL,VN,,58,427,,,0,,89,Asia/Bangkok,2023-06-26
9889744,Núi Đông Ma,Nui GJong Ma,"Nui Dong Ma,Núi Đông Ma",21.94599,106.36555,T,MT,VN,,39,181,,,0,,485,Asia/Bangkok,2023-06-26
1582755,Núi Đồng Mát,Nui GJong Mat,"Nui Dong Mat,Núi Đồng Mát",21.6,106.31667,T,MT,VN,,39,186,,,0,,178,Asia/Bangkok,2023-06-26
1582715,Núi Đông Ne,Nui GJong Ne,"Dong Ne,Dong Né,Nui Dong Ne,Núi Đông Ne",21.13418,103.80333,T,MT,VN,,32,125,,,0,,1468,Asia/Bangkok,2023-06-26
1582692,Núi Đông Nhơn,Nui GJong Nhon,,12.31667,109.06667,T,HLL,VN,,54,574,,,0,,364,Asia/Ho_Chi_Minh,2023-06-26
10178868,Núi Đông Phi Luông,Nui GJong Phi Luong,"Nui Dong Phi Luong,Núi Đông Phi Luông",21.91045,103.6392,T,MT,VN,,32,118,,,0,,1305,Asia/Bangkok,2023-06-26
10201011,Núi Động Rẩy,Nui GJong Ray,"Nui Dong Ray,Núi Động Rẩy",18.89508,105.49879,T,HLL,VN,,58,429,,,0,,167,Asia/Bangkok,2023-06-26
10181982,Núi Động Ru,Nui GJong Ru,"Nui Dong Ru,Núi Động Ru",18.89329,105.52643,T,MT,VN,,58,429,,,0,,308,Asia/Bangkok,2023-06-26
8311009,Núi Đông S Lân,Nui GJong S Lan,"Nui Dong S Lan,Núi Đông S Lân",22.04869,106.58065,T,MT,VN,,39,182,,,0,,240,Asia/Bangkok,2023-06-26
1582611,Núi Đông Sơn,Nui GJong Son,,21.1,106.6,T,MT,VN,,30,205,,,0,,143,Asia/Bangkok,2023-06-26
1582605,Núi Đong Ta,Nui GJong Ta,"Nui Dong Ta,Núi Đong Ta",14.78333,108.7,T,MT,VN,,63,535,,,0,,489,Asia/Ho_Chi_Minh,2023-06-26
1582561,Núi Đông Thê,Nui GJong The,"Nui Dong The,Núi Đông Thê",21.68333,105.5,T,MT,VN,,85,171,,,0,,217,Asia/Bangkok,2023-06-26
1582560,Núi Đông Then,Nui GJong Then,"Nui Dong Then,Núi Đông Then",17.33333,106.55,T,MT,VN,,62,456,,,0,,150,Asia/Bangkok,2023-06-26
10201024,Núi Động Trị,Nui GJong Tri,"Nui Dong Tri,Núi Động Trị",18.87462,105.45785,T,HLL,VN,,58,427,,,0,,129,Asia/Bangkok,2023-06-26
9890499,Núi Đồng Văn,Nui GJong Van,"Nui Dong Van,Núi Đồng Văn",19.85202,105.05414,T,MT,VN,,58,415,,,0,,654,Asia/Bangkok,2023-06-26
9867617,Núi Đót,Nui GJot,"Nui Dot,Núi Đót",21.4158,106.03296,T,HLL,VN,,71,216,,,0,,103,Asia/Bangkok,2023-06-26
1582295,Núi Đu,Nui GJu,"Nu Du,Nui Du,Núi Đu",21.38333,104.96667,T,MT,VN,,83,234,,,0,,180,Asia/Bangkok,2023-06-26
10316399,Núi Đụn,Nui GJun,"Dong Dun,Nui Dun,Núi Đụn,Động Đụn",18.15065,105.85007,T,HLL,VN,,52,444,,,0,,165,Asia/Bangkok,2023-06-26
10314664,Núi Đung Lang,Nui GJung Lang,"Nui Dung Lang,Núi Đung Lang",21.15045,104.0609,T,MT,VN,,32,125,,,0,,732,Asia/Bangkok,2023-06-26
1582003,Núi Gà,Nui Ga,"Nui Ga,Núi Gà",13.58333,109.13333,T,MT,VN,,61,557,,,0,,541,Asia/Ho_Chi_Minh,2023-06-26
1581997,Núi Ga Lăng,Nui Ga Lang,,11.31667,108.56667,T,MT,VN,,47,596,,,0,,615,Asia/Ho_Chi_Minh,2023-06-26
9889920,Núi Gan Re,Nui Gan Re,"Nui Gan Re,Núi Gan Re",21.84178,106.28195,T,MT,VN,,39,185,,,0,,423,Asia/Bangkok,2023-06-26
1581986,Núi Gang Tói,Nui Gang Toi,,11.05,106.98333,T,HLL,VN,,43,735,,,0,,63,Asia/Ho_Chi_Minh,2023-06-26
1581962,Núi Gia,Nui Gia,,11.21667,107.35,T,HLL,VN,,43,736,,,0,,148,Asia/Ho_Chi_Minh,2023-06-26
1581950,Núi Gia Băng,Nui Gia Bang,,11.48333,108.48333,T,MT,VN,,47,596,,,0,,746,Asia/Ho_Chi_Minh,2023-06-26
8201493,Núi Gia Dê,Nui Gia De,"Nui Gia De,Núi Gia Dê",21.02482,105.38741,T,MT,VN,,44,271,,,0,,686,Asia/Bangkok,2023-06-26
1581923,Núi Gia Đuc,Nui Gia GJuc,,20.96667,106.73333,T,HLL,VN,,13,311,,,0,,2,Asia/Ho_Chi_Minh,2023-06-26
9889794,Núi Gia Gieng,Nui Gia Gieng,"Nui Gia Gieng,Núi Gia Gieng",21.88738,106.2605,T,MT,VN,,39,185,,,0,,653,Asia/Bangkok,2023-06-26
1581892,Núi Gia Két,Nui Gia Ket,"Nui Gia Ket,Núi Gia Két",14.08333,108.9,T,MT,VN,,46,548,,,0,,592,Asia/Ho_Chi_Minh,2023-06-26
9889936,Núi Già Lầu,Nui Gia Lau,"Nui Gia Lau,Núi Già Lầu",21.85656,106.26127,T,MT,VN,,39,185,,,0,,516,Asia/Bangkok,2023-06-26
1581874,Núi Già Loa,Nui Gia Loa,"Nui Gia Loa,Núi Già Loa",11.46667,108.71667,T,MT,VN,,60,589,,,0,,536,Asia/Ho_Chi_Minh,2023-06-26
1581753,Núi Gia Rích,Nui Gia Rich,"Nui Gia Rich,Núi Gia Rich,Núi Gia Rích",12.14259,108.69594,T,MT,VN,,60,584,,,0,,1909,Asia/Ho_Chi_Minh,2023-06-26
1581738,Núi Gia Tri,Nui Gia Tri,"Nui Gia Tri,Núi Gia Tri",11.35,108.68333,T,MT,VN,,47,595,,,0,,203,Asia/Ho_Chi_Minh,2023-06-26
1581691,Núi Giác,Nui Giac,"Nui Giac,Nui Gioc,Núi Gioc,Núi Giác",21.05391,105.09034,T,MT,VN,,83,240,,,0,,810,Asia/Bangkok,2023-06-26
1581903,Núi Giai,Nui Giai,"Nui Dai,Nui Giai,Núi Dâi,Núi Giai,Phnom Oc Gium,Phnom Oc Giùm",10.46667,104.93333,T,HLL,VN,,01,891,,,0,,158,Asia/Ho_Chi_Minh,2023-06-26
10631085,Núi Giăm,Nui Giam,"Nui Giam,Núi Giăm",21.6239,103.67311,T,MT,VN,,32,118,,,0,,206,Asia/Bangkok,2023-06-26
9889686,Núi Giam Phai,Nui Giam Phai,"Nui Giam Phai,Núi Giam Phai",21.96183,106.42465,T,MT,VN,,39,181,,,0,,535,Asia/Bangkok,2023-06-26
1581859,Núi Gian,Nui Gian,,10.9,107.86667,T,HLL,VN,,47,598,,,0,,100,Asia/Ho_Chi_Minh,2023-06-26
1581850,Núi Giang,Nui Giang,,15.66667,107.83333,T,MT,VN,,84,510,,,0,,604,Asia/Ho_Chi_Minh,2023-06-26
1581837,Núi Giang Có,Nui Giang Co,"Massif de Chang Co,Nui Giang Co,Núi Giang Có",10.83333,107.71667,T,HLL,VN,,47,601,,,0,,90,Asia/Ho_Chi_Minh,2023-06-26
1581835,Núi Giang Gio,Nui Giang Gio,,16.53333,106.95,T,MT,VN,,64,467,,,0,,346,Asia/Bangkok,2023-06-26
10630766,Núi Giang Hường,Nui Giang Huong,"Nui Giang Huong,Núi Giang Hường",12.30348,108.89178,T,HLL,VN,,54,573,,,0,,101,Asia/Ho_Chi_Minh,2023-06-26
1581830,Núi Giãng Màn,Nui Giang Man,,18.23333,105.33333,T,MT,VN,,52,441,,,0,,1269,Asia/Bangkok,2023-06-26
10354145,Núi Giăng Ngà,Nui Giang Nga,"Nui Giang Nga,Núi Giăng Ngà",18.39485,105.50901,T,HLL,VN,,52,441,,,0,,108,Asia/Bangkok,2023-06-26
1581828,Núi Giang Rao,Nui Giang Rao,"Nui Giang Rao,Nui Grao,Núi Giang Rao,Núi Grao",10.9,107.58333,T,HLL,VN,,47,601,,,0,,101,Asia/Ho_Chi_Minh,2023-06-26
1581783,Núi Giáp Giao,Nui Giap Giao,,21.01667,106.8,T,HLL,VN,,30,196,,,0,,3,Asia/Ho_Chi_Minh,2023-06-26
1581751,Núi Giat,Nui Giat,"Nui Giat,Núi Giat",21.08774,105.06115,T,MT,VN,,83,240,,,0,,739,Asia/Bangkok,2023-06-26
1581709,Núi Giếng Xó,Nui Gieng Xo,"Nui Gieng Do,Nui Gieng Xo,Núi Giếng Xó",11.13333,108.26667,T,HLL,VN,,47,597,,,0,,135,Asia/Ho_Chi_Minh,2023-06-26
