geonameid,name,asciiname,alternatenames,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date
6474047,Hilton Hanoi Opera,Hilton Hanoi Opera,,21.02322,105.85775,S,HTL,VN,,44,002,,,0,,26,Asia/Bangkok,2023-06-26
12719072,Hilton Saigon,Hilton Saigon,,10.77513,106.70561,S,HTL,VN,,20,760,,,0,,8,Asia/Ho_Chi_Minh,2024-12-03
8627979,Hím Lập,Him Lap,"Him Lap,Hím Lập",19.31862,104.32694,P,PPL,VN,,58,417,,,0,,139,Asia/Bangkok,2023-06-26
1580878,Hin Đam,Hin GJam,,19.16667,104.83333,P,PPL,VN,,58,422,,,0,,233,Asia/Bangkok,2023-06-26
1580877,Hin Đeng,Hin GJeng,,22.11667,106.66667,P,PPL,VN,,39,182,,,0,,200,Asia/Bangkok,2023-06-26
1580872,Hin Hon,Hin Hon,,21.53333,103.9,P,PPL,VN,,32,119,,,0,,426,Asia/Bangkok,2023-06-26
1580870,Hin Lap,Hin Lap,"Hin Lao,Hin Lap",21.95,103.86667,P,PPL,VN,,89,110,,,0,,777,Asia/Bangkok,2023-06-26
8232119,Hin Phon,Hin Phon,,21.18037,103.04176,P,PPL,VN,,92,100,,,0,,827,Asia/Bangkok,2023-06-26
1580866,Hin Yen,Hin Yen,,21.66667,105.31667,T,MT,VN,,68,076,,,0,,295,Asia/Bangkok,2023-06-26
1580863,Hít Ho,Hit Ho,,22.61667,103.23333,H,STM,VN,,89,,,,0,,411,Asia/Bangkok,1995-04-14
1580855,Hmodo,Hmodo,,14.86667,108.08333,P,PPL,VN,,55,617,,,0,,1441,Asia/Ho_Chi_Minh,2023-06-26
1580853,Hnguom,Hnguom,"Buon Oi Nguom,Hnguom",13.21667,108.63333,P,PPL,VN,,49,637,,,0,,130,Asia/Ho_Chi_Minh,2023-06-26
8340703,Hồ,Ho,"Ho,Hồ",21.06308,106.0857,P,PPLA2,VN,,74,262,,,0,,10,Asia/Bangkok,2023-06-26
10262635,Hồ A Ba,Ho A Ba,"Ho A Ba,Ho A3,Hồ A Ba,Hồ A3",12.7515,108.44403,H,LK,VN,,88,,,,0,,448,Asia/Ho_Chi_Minh,2015-05-08
10262636,Hồ A Hai,Ho A Hai,"Ho A Hai,Ho A2,Hồ A Hai,Hồ A2",12.76296,108.4195,H,LK,VN,,88,,,,0,,455,Asia/Ho_Chi_Minh,2015-05-08
10262637,Hồ A Một,Ho A Mot,"Ho A Mot,Ho A1,Hồ A Một,Hồ A1",12.75544,108.40294,H,LK,VN,,88,,,,0,,458,Asia/Ho_Chi_Minh,2015-05-08
1941855,Hồ Ái,Ho Ai,,20.4475,105.50306,H,LK,VN,,53,,,,0,,52,Asia/Bangkok,2000-11-28
10026268,Hồ An Đôn,Ho An Don,"Ho An Don,Hồ An Đôn",14.34154,109.01609,H,LK,VN,,46,,,,0,,41,Asia/Ho_Chi_Minh,2015-02-08
10372292,Hồ Ao Quan,Ho Ao Quan,"Ho Ao Quan,Hồ Ao Quan",19.4665,105.74752,H,LK,VN,,34,,,,0,,6,Asia/Bangkok,2015-07-05
1591566,Hồ Ba Bể,Ho Ba Be,"Ba Be Lake,Ba Bể Lake,Ho Ba Be,Ho Ba Be18,Hồ Ba Be18,Hồ Ba Bể,Lac Ba Be",22.41089,105.6127,H,LK,VN,,72,,,,0,,144,Asia/Bangkok,2020-12-12
1892730,Ho Ba Loc,Ho Ba Loc,,13.775,109.15833,H,LK,VN,,46,,,,0,,0,Asia/Ho_Chi_Minh,2012-06-06
9890097,Hồ Bắc Mỏ,Ho Bac Mo,"Ho Bac Mo,Hồ Bắc Mỏ",21.89312,106.30438,H,LK,VN,,39,,,,0,,407,Asia/Bangkok,2015-01-08
9868153,Hồ Bãi Chảy,Ho Bai Chay,"Ho Bai Chay,Hồ Bãi Chảy",21.4949,106.15574,H,LK,VN,,71,,,,0,,26,Asia/Bangkok,2014-12-04
8657136,Hồ Bầu Trầm,Ho Bau Tram,"Ho Bau Tram,Hồ Bầu Trầm",16.09204,108.13572,H,LK,VN,,78,,,,0,,3,Asia/Ho_Chi_Minh,2014-12-04
1588105,Hồ Bẩy Mẫu,Ho Bay Mau,"Etang de Bay Mau,Ho Bay Mau,Hồ Bẩy Mẫu,Étang de Bay Mau",21.0,105.83333,H,LK,VN,,44,,,,0,,10,Asia/Bangkok,2012-06-05
8607262,Hồ Bến Tắm,Ho Ben Tam,"Ho Ben Tam,Hồ Bến Tắm",21.17514,106.45043,H,LK,VN,,79,,,,0,,12,Asia/Bangkok,2013-09-11
9865494,Hồ Bến Tuyết,Ho Ben Tuyet,"Ho Ben Tuyet,Hồ Bến Tuyết",13.94876,108.67131,H,LK,VN,,49,,,,0,,419,Asia/Ho_Chi_Minh,2014-12-04
10265729,Hồ Bệnh Viện,Ho Benh Vien,"Ho Benh Vien,Hồ Bệnh Viện",12.80919,108.51997,H,LK,VN,,88,,,,0,,438,Asia/Ho_Chi_Minh,2015-05-08
9871770,Hồ Bò Tân,Ho Bo Tan,"Ho Bo Tan,Hồ Bò Tân",21.21706,106.18743,H,LK,VN,,74,,,,0,,7,Asia/Bangkok,2014-12-04
10316386,Hồ Bộc Nguyên,Ho Boc Nguyen,"Ho Boc Nguyen,Hồ Bộc Nguyên",18.2375,105.897,H,LK,VN,,52,,,,0,,16,Asia/Bangkok,2015-06-10
10354083,Hồ Bưởi,Ho Buoi,"Ho Buoi,Hồ Bưởi",18.44241,105.65227,H,LK,VN,,52,,,,0,,17,Asia/Bangkok,2015-07-05
10177961,Hồ Buốn Mươi Ba,Ho Buon Muoi Ba,"Ho 43,Ho Buon Muoi Ba,Hồ 43,Hồ Buốn Mươi Ba",12.60553,108.21945,H,LK,VN,,88,,,,0,,454,Asia/Ho_Chi_Minh,2015-04-10
10177946,Hồ Buốn Mươi Lăm,Ho Buon Muoi Lam,"Ho 45,Ho Buon Muoi Lam,Hồ 45,Hồ Buốn Mươi Lăm",12.61871,108.21706,H,LK,VN,,88,,,,0,,472,Asia/Ho_Chi_Minh,2015-04-10
10177962,Hồ Buốn Mươi Mốt,Ho Buon Muoi Mot,"Ho 41,Ho Buon Muoi Mot,Hồ 41,Hồ Buốn Mươi Mốt",12.59496,108.20823,H,LK,VN,,88,,,,0,,466,Asia/Ho_Chi_Minh,2015-04-10
10046708,Hồ Buôn Tría,Ho Buon Tria,"Ho Buon Tria,Hồ Buôn Tría",12.38578,108.1213,H,LK,VN,,88,,,,0,,434,Asia/Ho_Chi_Minh,2015-02-08
10046754,Hồ Buôn Triết,Ho Buon Triet,"Ho Buon Triet,Hồ Buôn Triết",12.36734,108.07485,H,LK,VN,,88,,,,0,,446,Asia/Ho_Chi_Minh,2015-02-08
10178136,Hồ Buôn Trưng,Ho Buon Trung,"Ho Buon Trung,Hồ Buôn Trưng",12.63811,108.60666,H,LK,VN,,88,,,,0,,482,Asia/Ho_Chi_Minh,2015-04-10
10178144,Hồ C Mười Hai,Ho C Muoi Hai,"Ho C Muoi Hai,Ho C12,Hồ C Mười Hai,Hồ C12",12.6502,108.62832,H,LK,VN,,88,,,,0,,470,Asia/Ho_Chi_Minh,2015-04-10
10178079,Hồ C Năm,Ho C Nam,"Ho C Nam,Ho C5,Hồ C Năm,Hồ C5",12.73791,108.55788,H,LK,VN,,88,,,,0,,454,Asia/Ho_Chi_Minh,2015-04-10
8646717,Hồ Cẩm Ly,Ho Cam Ly,"Ho Cam Ly,Hồ Cẩm Ly",17.20465,106.64859,H,LK,VN,,62,,,,0,,42,Asia/Bangkok,2014-12-04
8376652,Hồ Cấm Sơn,Ho Cam Son,"Ho Cam Son,Hồ Cấm Sơn",21.5371,106.5701,H,LK,VN,,71,,,,0,,59,Asia/Bangkok,2012-08-06
9869367,Hồ Cán Cấu,Ho Can Cau,"Ho Can Cau,Hồ Cán Cấu",22.61829,104.29862,H,LK,VN,,90,,,,0,,1114,Asia/Bangkok,2014-12-04
9091571,Hồ Cần Nôm,Ho Can Nom,"Ho Can Nom,Hồ Cần Nôm",11.23447,106.41151,H,LK,VN,,75,,,,0,,13,Asia/Ho_Chi_Minh,2014-12-04
1590375,Ho Cang,Ho Cang,"Ban He Cang,Ban Ho Cang,Bản Hô Cang,Ho Cang",21.9962,103.14679,P,PPL,VN,,92,095,,,0,,247,Asia/Bangkok,2023-06-26
10311087,Hồ Cánh Đông,Ho Canh Dong,"Ho Canh Dong,Hồ Cánh Đông",12.936,108.81466,H,LK,VN,,61,,,,0,,423,Asia/Ho_Chi_Minh,2015-06-10
10311088,Hồ Cánh Tây,Ho Canh Tay,"Ho Canh Tay,Hồ Cánh Tây",12.94379,108.80738,H,LK,VN,,61,,,,0,,423,Asia/Ho_Chi_Minh,2015-06-10
9868152,Hồ Cầu Dễ,Ho Cau De,"Ho Cau De,Hồ Cầu Dễ",21.49543,106.08147,H,LK,VN,,71,,,,0,,35,Asia/Bangkok,2014-12-04
10026235,Hồ Cây Khế,Ho Cay Khe,"Ho Cay Khe,Hồ Cây Khế",14.44453,109.07375,H,LK,VN,,46,,,,0,,18,Asia/Ho_Chi_Minh,2015-02-08
10026270,Hồ Cây Sung,Ho Cay Sung,"Ho Cay Sung,Hồ Cây Sung",14.29275,109.02961,H,LK,VN,,46,,,,0,,40,Asia/Ho_Chi_Minh,2015-02-08
1566083,Ho Chi Minh City,Ho Chi Minh City,"Cathair Ho Chi Minh,Cidade de Ho Chi Minh,Ciudad Ho Chi Minh,Gia GJinh,Gia Định,Grad Ho Chi Minh,HCM City,HCMC,HCMV,Hcm,Ho Chi Minh,Ho Chi Minh City,Ho Chi Minh Ville,Ho Chi Minh-borg,Ho Chi Minh-byen,Ho Chi Minh-staden,Ho Chi Minhin kaupunki,Ho Chi Minhstad,Ho Ci Minovo Mesto,Ho Si Min,Ho Si Minh-varos,Ho Si Minh-város,Ho Či Minovo Město,Ho Ši Min,Ho-Chi-Minh-Stadt,Ho-Chi-Minh-Ville,Ho-Ci-Min-urbo,Ho-Ĉi-Min-urbo,Hociminovo Mesto,Hosimina,Hosiminh,Hočiminovo Mesto,Hošimina,Hošiminh,Hô Chi Minh Ville,Hô-Chi-Minh-Ville,Hồ Chí Minhin kaupunki,Khoshimin,Kota Ho Chi Minh,Kota Hồ Chí Minh,SGN,Sai Gon,Saigon,Saïgon,Sài Gòn,T.P. Ho Chi Minh,T.P. Hồ Chí Minh,TP Ho Chi Minh,TPHCM,Thanh pho Ho Chi Minh,Thành phố Hồ Chí Minh,hochimin,hochimin shi,hojjimin,hu zhi ming shi,hw z'y myn syty,mdynt hw tshy mynh,saigon,saygwn,Хошимин,הו צ'י מין סיטי,سايگون,مدينة هو تشي مينه,サイゴン,ホーチミン,ホーチミン市,胡志明市,호찌민,호치민",10.82302,106.62965,P,PPLA,VN,,20,,,,14002598,,7,Asia/Ho_Chi_Minh,2025-06-20
8556325,Ho Chi Minh Mausoleum,Ho Chi Minh Mausoleum,"Mausolee de Ho Chi Minh,Mausolée de Hô Chi Minh",21.03652,105.83486,S,MUS,VN,,44,001,,,0,,16,Asia/Bangkok,2023-06-26
9036107,Ho Chi Minh University of Techincal Education,Ho Chi Minh University of Techincal Education,,10.84991,106.77173,S,UNIV,VN,,20,762,,,0,,29,Asia/Ho_Chi_Minh,2023-06-26
11549688,Ho Chi Minh Vict Port,Ho Chi Minh Vict Port,,10.7705,106.73909,L,PRT,VN,,20,778,,,0,,1,Asia/Ho_Chi_Minh,2023-06-26
10965585,Hồ Chim,Ho Chim,"Ho Chim,Hồ Chim",21.79391,103.01588,P,PPL,VN,,92,097,,,0,,622,Asia/Bangkok,2023-06-26
9867822,Hô Chính,Ho Chinh,"Ho Chinh,Hô Chính",21.3733,106.03708,P,PPL,VN,,71,216,,,0,,16,Asia/Bangkok,2023-06-26
10353943,Hồ Chờ Mít,Ho Cho Mit,"Ho Cho Mit,Hồ Chờ Mít",18.46358,105.52602,H,LK,VN,,52,,,,0,,15,Asia/Bangkok,2015-07-05
10177851,Hồ Chu Káp,Ho Chu Kap,"Ho Chu Kap,Hồ Chu Káp",12.65544,108.13372,H,LK,VN,,88,,,,0,,510,Asia/Ho_Chi_Minh,2015-04-10
8523165,Hồ Chuông,Ho Chuong,"Ho Chuong,Hồ Chuông",21.8901,105.20494,P,PPL,VN,,68,075,,,0,,43,Asia/Bangkok,2023-06-26
9865490,Hồ Cơ Quan,Ho Co Quan,"Ho Co Quan,Hồ Cơ Quan",13.97473,108.55074,H,LK,VN,,49,,,,0,,450,Asia/Ho_Chi_Minh,2014-12-04
10190113,Hồ Con Rồng,Ho Con Rong,"Ho Con Rong,Hồ Con Rồng",21.29622,103.16699,H,LK,VN,,92,,,,0,,1202,Asia/Bangkok,2015-04-10
1580569,Hò Công,Ho Cong,"Ho Cong,Hò Công",15.35,108.55,T,MT,VN,,84,517,,,0,,616,Asia/Ho_Chi_Minh,2023-06-26
1580568,Hô Coué,Ho Coue,,22.16667,103.45,P,PPL,VN,,89,108,,,0,,218,Asia/Bangkok,2023-06-26
8637573,Hồ Cù Lầy,Ho Cu Lay,"Ho Cu Lay,Hồ Cù Lầy",18.50644,105.80147,H,LK,VN,,52,,,,0,,12,Asia/Bangkok,2014-12-04
8425726,Hô Củng,Ho Cung,"Ho Cung,Hô Củng",21.914,102.96233,P,PPL,VN,,92,103,,,0,,978,Asia/Bangkok,2023-06-26
10318470,Hồ Cuối Bến,Ho Cuoi Ben,"Ho Cuoi Ben,Hồ Cuối Bến",21.7717,104.78414,H,LK,VN,,70,,,,0,,46,Asia/Bangkok,2015-06-10
8743152,Hồ Đá Bàn,Ho Da Ban,"Ho Da Ban,Hồ Đá Bàn",12.64955,109.10042,H,LK,VN,,54,,,,0,,58,Asia/Ho_Chi_Minh,2014-12-04
8421444,Hồ Đá Bàng,Ho Da Bang,"Ho Da Bang,Hồ Đá Bàng",10.55815,107.25179,H,LK,VN,,45,,,,0,,35,Asia/Ho_Chi_Minh,2013-05-10
9868151,Hồ Đá Ong,Ho Da Ong,"Ho Da Ong,Hồ Đá Ong",21.4726,106.05742,H,LK,VN,,71,,,,0,,25,Asia/Bangkok,2014-12-04
1941856,Hồ Dăi,Ho Dai,,20.44778,105.54278,H,LK,VN,,53,,,,0,,79,Asia/Bangkok,2000-11-28
1941659,Hồ Đại Lải,Ho Dai Lai,"Ho Dai Lai,Hồ Đại Lải",21.32197,105.71434,H,LK,VN,,86,,,,0,,19,Asia/Bangkok,2013-10-09
10046748,Hồ Đắk Nuê,Ho Dak Nue,"Ho Dak Nue,Hồ Đắk Nuê",12.36576,108.15958,H,LK,VN,,88,,,,0,,440,Asia/Ho_Chi_Minh,2015-02-08
1580562,Hô Dàm,Ho Dam,,19.85,105.66667,P,PPL,VN,,34,398,,,0,,9,Asia/Bangkok,2023-06-26
1583896,Hồ Dan Kia,Ho Dan Kia,"Ho Dan Kia,Hồ Dan Kia,Lac d'Ankroet,Lac de Dankia,Lac d’Ankroet",12.01513,108.38067,H,LK,VN,,23,,,,0,,1417,Asia/Ho_Chi_Minh,2020-06-09
1941671,Hồ Đân Mên,Ho Dan Men,"Ho Dan Men,Hồ Đân Mên",21.43213,105.08792,H,LK,VN,,83,,,,0,,19,Asia/Bangkok,2013-10-09
10026290,Hồ Đập Sinh,Ho Dap Sinh,"Ho Dap Sinh,Hồ Đập Sinh",14.26168,109.05737,H,LK,VN,,46,,,,0,,46,Asia/Ho_Chi_Minh,2015-02-08
9081460,Hồ Dầu Tiếng,Ho Dau Tieng,"Ho Dau Tieng,Hồ Dầu Tiếng",11.3996,106.34251,H,LK,VN,,33,,,,0,,19,Asia/Ho_Chi_Minh,2014-12-04
10026236,Hồ Định Quốc Dinh,Ho Dinh Quoc Dinh,"Ho Dinh Quoc Dinh,Hồ Định Quốc Dinh",14.40983,109.04416,H,LK,VN,,46,,,,0,,6,Asia/Ho_Chi_Minh,2015-02-08
1580560,Hô Dộ,Ho Do,,18.41667,105.9,P,PPL,VN,,52,448,,,0,,3,Asia/Bangkok,2023-06-26
1590295,Hố Dốm,Ho Dom,"Ban Hua Giom,Bản Hua Giôm,Ho Dom,Hố Dốm",21.54819,103.12913,P,PPL,VN,,92,100,,,0,,1002,Asia/Bangkok,2023-06-26
1582376,Hồ Đơn Dương,Ho Don Duong,"Ho Don Duong,Hồ Đơn Dương",11.86382,108.61359,H,LK,VN,,23,,,,0,,1040,Asia/Ho_Chi_Minh,2014-04-29
1941670,Hồ Đồng Đao,Ho Dong Dao,"Ho Dong Dao,Hồ Đồng Đao,Hồ Động Dao",21.4964,105.02938,H,LK,VN,,83,,,,0,,22,Asia/Bangkok,2013-10-09
10178338,Hồ Dông Hông,Ho Dong Hong,"Ho Dong Hong,Hồ Dông Hông",19.19997,105.5337,H,LK,VN,,58,,,,0,,76,Asia/Bangkok,2015-04-10
9868154,Hồ Đồng Hy,Ho Dong Hy,"Ho Dong Hy,Hồ Đồng Hy",21.49337,106.17398,H,LK,VN,,71,,,,0,,26,Asia/Bangkok,2014-12-04
9979194,Hồ Đồng Liên,Ho Dong Lien,"Ho Dong Lien,Hồ Đồng Liên",21.16318,104.64231,H,LK,VN,,32,,,,0,,135,Asia/Bangkok,2015-02-08
1941667,Hồ Đồng Mô,Ho Dong Mo,"Ho Dong Mo,Ho Ngai Son,Hồ Ngăi Sơn,Hồ Đồng Mô",21.06393,105.4769,H,LK,VN,,44,,,,0,,23,Asia/Bangkok,2013-09-09
8616223,Hồ Đồng Quan,Ho Dong Quan,"Ho Dong Quan,Hồ Đồng Quan",21.26685,105.81875,H,LK,VN,,44,,,,0,,17,Asia/Bangkok,2013-09-11
10372411,Hồ Đông Sằng,Ho Dong Sang,"Ho Dong Sang,Hồ Đông Sằng",19.35195,105.52242,H,LK,VN,,58,,,,0,,93,Asia/Bangkok,2015-07-05
1941428,Hồ Đồng Thái,Ho Dong Thai,"Ho Dong Thai,Hồ Dỗng Thắi,Hồ Đồng Thái",20.08662,105.96186,H,LK,VN,,59,,,,0,,9,Asia/Bangkok,2013-06-05
10265762,Hồ Ea Bôi,Ho Ea Boi,"Ho Ea Boi,Hồ Ea Bôi",12.79112,108.73744,H,LK,VN,,88,,,,0,,427,Asia/Ho_Chi_Minh,2015-05-08
10178107,Hồ Ea Đia,Ho Ea Dia,"Ho Ea Dia,Hồ Ea Đia",12.69679,108.65652,H,LK,VN,,88,,,,0,,487,Asia/Ho_Chi_Minh,2015-04-10
10311086,Hồ Ea Đin,Ho Ea Din,"Ho Ea Din,Hồ Ea Đin",12.93916,108.83094,H,LK,VN,,61,,,,0,,397,Asia/Ho_Chi_Minh,2015-06-10
10177941,Hồ Ea Hnin,Ho Ea Hnin,"Ho Ea Hnin,Hồ Ea Hnin",12.64,108.19328,H,STM,VN,,88,,,,0,,497,Asia/Ho_Chi_Minh,2015-04-10
10177808,Hồ Ea Jui,Ho Ea Jui,"Ho Ea Jui,Hồ Ea Jui",12.74419,108.19685,H,LK,VN,,88,,,,0,,591,Asia/Ho_Chi_Minh,2015-04-10
10177996,Hồ Ea Kao,Ho Ea Kao,"Ho Ea Kao,Hồ Ea Kao",12.61199,108.04488,H,LK,VN,,88,,,,0,,416,Asia/Ho_Chi_Minh,2015-04-10
10262578,Hồ Ea Kar,Ho Ea Kar,"Ho Ea Kar,Hồ Ea Kar",12.86045,108.39153,H,LK,VN,,88,,,,0,,556,Asia/Ho_Chi_Minh,2015-05-08
10178094,Hồ Ea Kdung,Ho Ea Kdung,"Ho Ea Kdung,Hồ Ea Kdung",12.73223,108.72356,H,LK,VN,,88,,,,0,,430,Asia/Ho_Chi_Minh,2015-04-10
10265730,Hồ Ea Knốp,Ho Ea Knop,"Ho Ea Knop,Hồ Ea Knốp",12.79235,108.52298,H,LK,VN,,88,,,,0,,438,Asia/Ho_Chi_Minh,2015-05-08
10046689,Hồ Eo Đờn,Ho Eo Don,"Ho Eo Don,Hồ Eo Đờn",12.41095,108.0254,H,LK,VN,,88,,,,0,,463,Asia/Ho_Chi_Minh,2015-02-08
1580564,Hồ Đá,Ho GJa,"Ho Da,Hồ Đá",10.6,105.03333,P,PPL,VN,,01,890,,,0,,7,Asia/Ho_Chi_Minh,2023-06-26
8740080,Hồ Đăk M'Hang,Ho GJak M'Hang,,12.39218,107.82692,H,STM,VN,,91,,,,0,,505,Asia/Ho_Chi_Minh,2014-03-20
1580559,Hố Đong,Ho GJong,,19.31667,105.56667,P,PPL,VN,,58,421,,,0,,64,Asia/Bangkok,2023-06-26
10046661,Hồ Giang Réh,Ho Giang Reh,"Ho Giang Reh,Hồ Giang Réh",12.49718,108.23265,H,LK,VN,,88,,,,0,,435,Asia/Ho_Chi_Minh,2015-02-08
10026201,Hồ Giao A,Ho Giao A,"Ho Giao A,Hồ Giao A",14.47948,109.0027,H,LK,VN,,46,,,,0,,21,Asia/Ho_Chi_Minh,2015-02-08
1580554,Hò Giâu,Ho Giau,"Ho Giau,Hò Giâu",15.36667,108.6,T,MT,VN,,84,517,,,0,,231,Asia/Ho_Chi_Minh,2023-06-26
1580553,Hò Giàu Trung,Ho Giau Trung,"Ho Giau Trung,Hò Giàu Trung",15.35,108.56667,T,MT,VN,,84,517,,,0,,497,Asia/Ho_Chi_Minh,2023-06-26
10233591,Ho Guom Hotel,Ho Guom Hotel,,21.02507,105.85319,S,HTL,VN,,44,002,,,0,,17,Asia/Bangkok,2023-06-26
8425722,Hố Hài,Ho Hai,"Ho Hai,Hố Hài",21.85044,102.82584,P,PPL,VN,,92,103,,,0,,869,Asia/Bangkok,2023-06-26
10311159,Hồ Hai Mươi,Ho Hai Muoi,"Ho 20,Ho Hai Muoi,Hồ 20,Hồ Hai Mươi",12.78634,108.80058,H,LK,VN,,61,,,,0,,481,Asia/Ho_Chi_Minh,2015-06-10
1575825,Hố Hầm,Ho Ham,"Ho Ham,Hố Hầm,Lo Hum,Lỗ Hùm",13.0439,109.09836,P,PPL,VN,,61,563,,,0,,22,Asia/Ho_Chi_Minh,2023-06-26
1580550,Ho Hin Dam,Ho Hin Dam,,20.81667,104.83333,P,PPL,VN,,32,128,,,0,,645,Asia/Bangkok,2023-06-26
1580548,Hô Hô,Ho Ho,,22.3,103.25,P,PPL,VN,,89,108,,,0,,1545,Asia/Bangkok,2023-06-26
10026237,Hồ Hố Chuối,Ho Ho Chuoi,"Ho Ho Chuoi,Hồ Hố Chuối",14.40927,109.0368,H,LK,VN,,46,,,,0,,25,Asia/Ho_Chi_Minh,2015-02-08
8657137,Hồ Hòa Trung,Ho Hoa Trung,"Ho Hoa Trung,Hồ Hòa Trung",16.07868,108.05513,H,LK,VN,,78,,,,0,,43,Asia/Ho_Chi_Minh,2014-12-04
1580636,Hồ Hoàn Kiếm,Ho Hoan Kiem,"Ho Hoan Kiem,Hồ Hoàn Kiếm,Petit Lac",21.02877,105.85058,H,LK,VN,,44,,,,0,,20,Asia/Bangkok,2020-12-12
10026269,Hồ Hốc Hảo,Ho Hoc Hao,"Ho Hoc Hao,Hồ Hốc Hảo",14.34308,109.00822,H,LK,VN,,46,,,,0,,28,Asia/Ho_Chi_Minh,2015-02-08
10026287,Hồ Hóc Miêu,Ho Hoc Mieu,"Ho Hoc Mieu,Hồ Hóc Miêu",14.26486,109.12924,H,LK,VN,,46,,,,0,,17,Asia/Ho_Chi_Minh,2015-02-08
8708577,Hồ Hội Sơn,Ho Hoi Son,"Ho Hoi Son,Hồ Hội Sơn",14.16379,108.9527,H,LK,VN,,46,,,,0,,64,Asia/Ho_Chi_Minh,2014-12-04
10190111,Hồ Hồng Sạt,Ho Hong Sat,"Ho Hong Sat,Hồ Hồng Sạt",21.29078,103.03539,H,LK,VN,,92,,,,0,,500,Asia/Bangkok,2015-04-10
10190088,Hồ Huổi Phạ,Ho Huoi Pha,"Ho Huoi Pha,Hồ Huổi Phạ",21.40705,103.04448,H,LK,VN,,92,,,,0,,505,Asia/Bangkok,2015-04-10
10262548,Hồ Hữu Nghị,Ho Huu Nghi,"Ho Huu Nghi,Hồ Hữu Nghị",12.89764,108.36937,H,LK,VN,,88,,,,0,,552,Asia/Ho_Chi_Minh,2015-05-08
10046707,Hồ Jông Ja,Ho Jong Ja,"Ho Jong Ja,Hồ Jông Ja",12.39983,108.13053,H,LK,VN,,88,,,,0,,430,Asia/Ho_Chi_Minh,2015-02-08
8637570,Hồ Kẻ Gỗ,Ho Ke Go,"Ho Ke Go,Hồ Kẻ Gỗ",18.17242,105.92867,H,LK,VN,,52,,,,0,,27,Asia/Bangkok,2015-06-09
10026251,Hồ Khánh Đức,Ho Khanh Duc,"Ho Khanh Duc,Hồ Khánh Đức",14.38709,109.04218,H,LK,VN,,46,,,,0,,23,Asia/Ho_Chi_Minh,2015-02-08
1580479,Hồ Khẩu,Ho Khau,,21.03333,105.81667,P,PPL,VN,,44,001,,,0,,11,Asia/Bangkok,2023-06-26
10372422,Hồ Khe Bãi,Ho Khe Bai,"Ho Khe Bai,Hồ Khe Bãi",19.29717,105.53551,H,LK,VN,,58,,,,0,,41,Asia/Bangkok,2015-07-05
10181988,Hồ Khe Bưởi,Ho Khe Buoi,"Ho Khe Buoi,Hồ Khe Bưởi",18.86878,105.53382,H,LK,VN,,58,,,,0,,39,Asia/Bangkok,2015-04-10
10372294,Hồ Khe Chang,Ho Khe Chang,"Ho Khe Chang,Hồ Khe Chang",19.43894,105.73395,H,LK,VN,,34,,,,0,,15,Asia/Bangkok,2015-07-05
10178319,Hồ Khe Gang,Ho Khe Gang,"Ho Khe Gang,Hồ Khe Gang",19.18905,105.59993,H,LK,VN,,58,,,,0,,22,Asia/Bangkok,2015-04-10
10182073,Hồ Khe Gỗ,Ho Khe Go,"Ho Khe Go,Hồ Khe Gỗ",18.83648,105.53869,H,LK,VN,,58,,,,0,,20,Asia/Bangkok,2015-04-10
10354084,Hồ Khe Lang,Ho Khe Lang,"Ho Khe Lang,Hồ Khe Lang",18.44354,105.63366,H,LK,VN,,52,,,,0,,14,Asia/Bangkok,2015-07-05
10372400,Hồ Khe Lung,Ho Khe Lung,"Ho Khe Lung,Hồ Khe Lung",19.34838,105.54539,H,LK,VN,,58,,,,0,,116,Asia/Bangkok,2015-07-05
10372295,Hồ Khe Mực,Ho Khe Muc,"Ho Khe Muc,Hồ Khe Mực",19.45099,105.72894,H,LK,VN,,34,,,,0,,18,Asia/Bangkok,2015-07-05
10316391,Hồ Khe Ruộng,Ho Khe Ruong,"Ho Khe Ruong,Hồ Khe Ruộng",18.1586,105.75673,H,LK,VN,,52,,,,0,,22,Asia/Bangkok,2015-06-10
10178324,Hồ Khe Sài,Ho Khe Sai,"Ho Khe Sai,Hồ Khe Sài",19.19233,105.57648,H,LK,VN,,58,,,,0,,20,Asia/Bangkok,2015-04-10
10372379,Hồ Khe San,Ho Khe San,"Ho Khe San,Hồ Khe San",19.39424,105.73143,H,LK,VN,,34,,,,0,,20,Asia/Bangkok,2015-07-05
10372483,Hồ Khe Sâu,Ho Khe Sau,"Ho Khe Sau,Hồ Khe Sâu",19.26211,105.56361,H,LK,VN,,58,,,,0,,42,Asia/Bangkok,2015-07-05
10182290,Hồ Khe Thị,Ho Khe Thi,"Ho Khe Thi,Hồ Khe Thị",18.7703,105.54729,H,LK,VN,,58,,,,0,,16,Asia/Bangkok,2015-04-10
10354166,Hồ Khe Thờ,Ho Khe Tho,"Ho Khe Tho,Hồ Khe Thờ",18.36888,105.71432,H,LK,VN,,52,,,,0,,18,Asia/Bangkok,2015-07-05
10372421,Hồ Khe Thung,Ho Khe Thung,"Ho Khe Thung,Hồ Khe Thung",19.29913,105.51798,H,LK,VN,,58,,,,0,,70,Asia/Bangkok,2015-07-05
